imgA,imgB,kpA,kpB,good_matches
legumesA-00.jpg,legumesB-00.jpg,1858,2258,372
legumesA-01.jpg,legumesB-01.jpg,2182,2388,400
legumesA-02.jpg,legumesB-02.jpg,3255,3021,825
legumesA-03.jpg,legumesB-03.jpg,2536,2282,633
legumesA-04.jpg,legumesB-04.jpg,2550,2293,142
legumesA-05.jpg,legumesB-05.jpg,2915,2614,215
legumesA-06.jpg,legumesB-06.jpg,2433,3151,185
legumesA-07.jpg,legumesB-07.jpg,1960,1835,591
legumesA-08.jpg,legumesB-08.jpg,1652,1346,358
legumesA-09.jpg,legumesB-09.jpg,1347,616,146
