imgA,imgB,kpA,kpB,good_matches
legumesA-00.jpg,legumesB-00.jpg,500,500,143
legumesA-01.jpg,legumesB-01.jpg,500,500,176
legumesA-02.jpg,legumesB-02.jpg,500,500,269
legumesA-03.jpg,legumesB-03.jpg,500,500,210
legumesA-04.jpg,legumesB-04.jpg,500,500,164
legumesA-05.jpg,legumesB-05.jpg,500,500,162
legumesA-06.jpg,legumesB-06.jpg,500,500,164
legumesA-07.jpg,legumesB-07.jpg,500,500,223
legumesA-08.jpg,legumesB-08.jpg,500,500,225
legumesA-09.jpg,legumesB-09.jpg,500,500,184
