imgA,imgB,keypointsA,keypointsB,good_matches
brainB-00.png,brainA-00.png,1,1,173
brainB-01.png,brainA-01.png,1,1,160
brainB-02.png,brainA-09.png,1,1,156
brainB-03.png,brainA-08.png,1,1,145
brainB-04.png,brainA-04.png,1,1,218
brainB-05.png,brainA-05.png,1,1,166
brainB-06.png,brainA-08.png,1,1,154
brainB-07.png,brainA-06.png,1,1,159
brainB-08.png,brainA-08.png,1,1,193
brainB-09.png,brainA-09.png,1,1,143
brainB-10.png,brainA-10.png,1,1,195
