imgA,imgB,kpA,kpB,good_matches
brainA-00.png,brainB-00.png,649,634,51
brainA-01.png,brainB-01.png,805,532,48
brainA-02.png,brainB-02.png,518,700,48
brainA-03.png,brainB-03.png,639,633,28
brainA-04.png,brainB-04.png,550,428,51
brainA-05.png,brainB-05.png,712,577,81
brainA-06.png,brainB-06.png,792,683,66
brainA-07.png,brainB-07.png,712,434,56
brainA-08.png,brainB-08.png,686,560,64
brainA-09.png,brainB-09.png,755,508,41
brainA-10.png,brainB-10.png,659,624,64
