imgA,imgB,kpA,kpB,good_matches
visagesA-00.JPG,visagesB-00.JPG,500,500,295
visagesA-01.JPG,visagesB-01.JPG,500,500,324
visagesA-02.JPG,visagesB-02.JPG,500,500,344
visagesA-03.JPG,visagesB-03.JPG,500,500,288
visagesA-04.JPG,visagesB-04.JPG,500,500,237
visagesA-05.JPG,visagesB-05.JPG,500,500,277
visagesA-06.JPG,visagesB-06.JPG,500,500,305
visagesA-07.JPG,visagesB-07.JPG,500,500,320
visagesA-08.JPG,visagesB-08.JPG,500,500,336
visagesA-09.JPG,visagesB-09.JPG,500,500,345
