imgA,imgB,kpA,kpB,good_matches
parcA-00.JPG,parcB-00.JPG,500,500,177
parcA-01.JPG,parcB-01.JPG,500,500,189
parcA-02.JPG,parcB-02.JPG,500,500,176
parcA-03.JPG,parcB-03.JPG,500,500,164
parcA-04.JPG,parcB-04.JPG,500,500,174
parcA-05.JPG,parcB-05.JPG,500,500,193
parcA-06.JPG,parcB-06.JPG,500,500,200
parcA-07.JPG,parcB-07.JPG,500,500,162
parcA-08.JPG,parcB-08.JPG,500,500,162
parcA-09.JPG,parcB-09.JPG,500,500,147
