imgA,imgB,kpA,kpB,good_matches
legumesA-00.jpg,legumesB-00.jpg,1858,2258,379
legumesA-01.jpg,legumesB-01.jpg,2182,2388,407
legumesA-02.jpg,legumesB-02.jpg,3255,3021,830
legumesA-03.jpg,legumesB-03.jpg,2536,2282,650
legumesA-04.jpg,legumesB-04.jpg,2550,2293,151
legumesA-05.jpg,legumesB-05.jpg,2915,2614,230
legumesA-06.jpg,legumesB-06.jpg,2433,3151,196
legumesA-07.jpg,legumesB-07.jpg,1960,1835,600
legumesA-08.jpg,legumesB-08.jpg,1652,1346,357
legumesA-09.jpg,legumesB-09.jpg,1347,616,149
