A_index,B_index,erreur
< cv2.DMatch 000001FB596203F0>,< cv2.DMatch 000001FB59620410>,3186
< cv2.DMatch 000001FB59620430>,< cv2.DMatch 000001FB596204B0>,2104
< cv2.DMatch 000001FB596204F0>,< cv2.DMatch 000001FB59620510>,50
< cv2.DMatch 000001FB59620530>,< cv2.DMatch 000001FB59620570>,118
< cv2.DMatch 000001FB59620590>,< cv2.DMatch 000001FB596205D0>,2066
< cv2.DMatch 000001FB596205F0>,< cv2.DMatch 000001FB59620710>,697
< cv2.DMatch 000001FB59620730>,< cv2.DMatch 000001FB59620750>,10
< cv2.DMatch 000001FB59620790>,< cv2.DMatch 000001FB596207B0>,1735
< cv2.DMatch 000001FB596207D0>,< cv2.DMatch 000001FB596207F0>,1179
< cv2.DMatch 000001FB59620810>,< cv2.DMatch 000001FB59620830>,2012
< cv2.DMatch 000001FB59620850>,< cv2.DMatch 000001FB59620870>,1885
< cv2.DMatch 000001FB596208B0>,< cv2.DMatch 000001FB59620910>,2654
< cv2.DMatch 000001FB59620950>,< cv2.DMatch 000001FB59620970>,738
< cv2.DMatch 000001FB59620990>,< cv2.DMatch 000001FB59620A10>,897
< cv2.DMatch 000001FB59620A30>,< cv2.DMatch 000001FB59620A50>,714
< cv2.DMatch 000001FB59620A70>,< cv2.DMatch 000001FB59620A90>,11
< cv2.DMatch 000001FB59620AF0>,< cv2.DMatch 000001FB59620B10>,699
< cv2.DMatch 000001FB59620B30>,< cv2.DMatch 000001FB59620B50>,524
< cv2.DMatch 000001FB59620B70>,< cv2.DMatch 000001FB59620B90>,1317
< cv2.DMatch 000001FB59620BB0>,< cv2.DMatch 000001FB59620BD0>,2165
< cv2.DMatch 000001FB59620BF0>,< cv2.DMatch 000001FB59620C30>,484
< cv2.DMatch 000001FB59620C70>,< cv2.DMatch 000001FB59620CD0>,927
< cv2.DMatch 000001FB556E7650>,< cv2.DMatch 000001FB5836BC90>,1480
< cv2.DMatch 000001FB595E94D0>,< cv2.DMatch 000001FB595E9830>,1183
< cv2.DMatch 000001FB595E9BD0>,< cv2.DMatch 000001FB595E8C30>,231
< cv2.DMatch 000001FB595E9510>,< cv2.DMatch 000001FB595E8DF0>,2174
< cv2.DMatch 000001FB595E96D0>,< cv2.DMatch 000001FB595E9C10>,832
< cv2.DMatch 000001FB595E9390>,< cv2.DMatch 000001FB595E83B0>,979
< cv2.DMatch 000001FB595E9E70>,< cv2.DMatch 000001FB595EA070>,14
< cv2.DMatch 000001FB595EA050>,< cv2.DMatch 000001FB595E81B0>,2087
< cv2.DMatch 000001FB595E8550>,< cv2.DMatch 000001FB595EB090>,2201
< cv2.DMatch 000001FB595E90B0>,< cv2.DMatch 000001FB595E93F0>,777
< cv2.DMatch 000001FB595E86D0>,< cv2.DMatch 000001FB595EB790>,219
< cv2.DMatch 000001FB595E8610>,< cv2.DMatch 000001FB595E8890>,428
< cv2.DMatch 000001FB595E8A90>,< cv2.DMatch 000001FB595E8D90>,2706
< cv2.DMatch 000001FB595E9290>,< cv2.DMatch 000001FB595E92F0>,1794
< cv2.DMatch 000001FB595E9610>,< cv2.DMatch 000001FB595E9950>,2489
< cv2.DMatch 000001FB595E8070>,< cv2.DMatch 000001FB595E8130>,1231
< cv2.DMatch 000001FB595E8230>,< cv2.DMatch 000001FB595E8850>,1502
< cv2.DMatch 000001FB595E8950>,< cv2.DMatch 000001FB595E8990>,330
< cv2.DMatch 000001FB595E8CB0>,< cv2.DMatch 000001FB595E9010>,51
< cv2.DMatch 000001FB595E9710>,< cv2.DMatch 000001FB595E9210>,1352
< cv2.DMatch 000001FB595E9B90>,< cv2.DMatch 000001FB595EB7D0>,83
< cv2.DMatch 000001FB595E8650>,< cv2.DMatch 000001FB595EB250>,3
< cv2.DMatch 000001FB595EBBB0>,< cv2.DMatch 000001FB595E9E50>,394
< cv2.DMatch 000001FB595E8810>,< cv2.DMatch 000001FB595E8910>,516
< cv2.DMatch 000001FB595E8C70>,< cv2.DMatch 000001FB595E8EB0>,106
< cv2.DMatch 000001FB595E92D0>,< cv2.DMatch 000001FB595E9350>,918
< cv2.DMatch 000001FB595E9550>,< cv2.DMatch 000001FB595E95D0>,899
< cv2.DMatch 000001FB595E9750>,< cv2.DMatch 000001FB595E9850>,1477
< cv2.DMatch 000001FB595E9990>,< cv2.DMatch 000001FB595E9A90>,652
< cv2.DMatch 000001FB595E9C90>,< cv2.DMatch 000001FB595E9E90>,1113
< cv2.DMatch 000001FB595E9FD0>,< cv2.DMatch 000001FB595EA010>,2013
< cv2.DMatch 000001FB595EA090>,< cv2.DMatch 000001FB595EA190>,635
< cv2.DMatch 000001FB595EA250>,< cv2.DMatch 000001FB595EA290>,1122
< cv2.DMatch 000001FB595EA2D0>,< cv2.DMatch 000001FB595EA310>,706
< cv2.DMatch 000001FB595EA490>,< cv2.DMatch 000001FB595EA650>,1228
< cv2.DMatch 000001FB595EAB90>,< cv2.DMatch 000001FB595EAC90>,420
< cv2.DMatch 000001FB595EB450>,< cv2.DMatch 000001FB595EB710>,143
< cv2.DMatch 000001FB595EBA10>,< cv2.DMatch 000001FB595E9190>,310
< cv2.DMatch 000001FB595E8AB0>,< cv2.DMatch 000001FB595E8030>,2502
< cv2.DMatch 000001FB595E8050>,< cv2.DMatch 000001FB595E8090>,2344
< cv2.DMatch 000001FB595E80B0>,< cv2.DMatch 000001FB595E80D0>,1998
< cv2.DMatch 000001FB595E80F0>,< cv2.DMatch 000001FB595E8110>,413
< cv2.DMatch 000001FB595E8150>,< cv2.DMatch 000001FB595E8170>,1
< cv2.DMatch 000001FB595E8190>,< cv2.DMatch 000001FB595E81D0>,858
< cv2.DMatch 000001FB595E81F0>,< cv2.DMatch 000001FB595E8210>,131
< cv2.DMatch 000001FB595E8250>,< cv2.DMatch 000001FB595E8270>,76
< cv2.DMatch 000001FB595E8290>,< cv2.DMatch 000001FB595E82B0>,589
< cv2.DMatch 000001FB595E82D0>,< cv2.DMatch 000001FB595E82F0>,167
< cv2.DMatch 000001FB595E8310>,< cv2.DMatch 000001FB595E8330>,177
< cv2.DMatch 000001FB595E8350>,< cv2.DMatch 000001FB595E8370>,206
< cv2.DMatch 000001FB595E8390>,< cv2.DMatch 000001FB595E83D0>,6
< cv2.DMatch 000001FB595E83F0>,< cv2.DMatch 000001FB595E8410>,2850
< cv2.DMatch 000001FB595E8430>,< cv2.DMatch 000001FB595E8450>,1844
< cv2.DMatch 000001FB595E8470>,< cv2.DMatch 000001FB595E8490>,13
< cv2.DMatch 000001FB595E84B0>,< cv2.DMatch 000001FB595E84D0>,923
< cv2.DMatch 000001FB595E84F0>,< cv2.DMatch 000001FB595E8510>,185
< cv2.DMatch 000001FB595E8530>,< cv2.DMatch 000001FB595E8570>,2450
< cv2.DMatch 000001FB595E8590>,< cv2.DMatch 000001FB595E85B0>,687
< cv2.DMatch 000001FB595E85D0>,< cv2.DMatch 000001FB595E85F0>,666
< cv2.DMatch 000001FB595E8630>,< cv2.DMatch 000001FB595E8670>,1552
< cv2.DMatch 000001FB595E8690>,< cv2.DMatch 000001FB595E86B0>,1704
< cv2.DMatch 000001FB595E86F0>,< cv2.DMatch 000001FB595E8710>,1183
< cv2.DMatch 000001FB595E8730>,< cv2.DMatch 000001FB595E8750>,2954
< cv2.DMatch 000001FB595E8770>,< cv2.DMatch 000001FB595E8790>,879
< cv2.DMatch 000001FB595E87B0>,< cv2.DMatch 000001FB595E87D0>,498
< cv2.DMatch 000001FB595E87F0>,< cv2.DMatch 000001FB595E8830>,227
< cv2.DMatch 000001FB595E8870>,< cv2.DMatch 000001FB595E88B0>,1679
< cv2.DMatch 000001FB595E88D0>,< cv2.DMatch 000001FB595E88F0>,1770
< cv2.DMatch 000001FB595E8930>,< cv2.DMatch 000001FB595E8970>,636
< cv2.DMatch 000001FB595E89B0>,< cv2.DMatch 000001FB595E89D0>,3096
< cv2.DMatch 000001FB595E89F0>,< cv2.DMatch 000001FB595E8A10>,1298
< cv2.DMatch 000001FB595E8A30>,< cv2.DMatch 000001FB595E8A50>,1432
< cv2.DMatch 000001FB595E8A70>,< cv2.DMatch 000001FB595E8AD0>,1044
< cv2.DMatch 000001FB595E8AF0>,< cv2.DMatch 000001FB595E8B10>,2082
< cv2.DMatch 000001FB595E8B30>,< cv2.DMatch 000001FB595E8B50>,1002
< cv2.DMatch 000001FB595E8B70>,< cv2.DMatch 000001FB595E8B90>,192
< cv2.DMatch 000001FB595E8BB0>,< cv2.DMatch 000001FB595E8BD0>,1421
< cv2.DMatch 000001FB595E8BF0>,< cv2.DMatch 000001FB595E8C10>,1589
< cv2.DMatch 000001FB595E8C50>,< cv2.DMatch 000001FB595E8C90>,1912
< cv2.DMatch 000001FB595E8CD0>,< cv2.DMatch 000001FB595E8CF0>,2448
< cv2.DMatch 000001FB595E8D10>,< cv2.DMatch 000001FB595E8D30>,131
< cv2.DMatch 000001FB595E8D50>,< cv2.DMatch 000001FB595E8D70>,1814
< cv2.DMatch 000001FB595E8DB0>,< cv2.DMatch 000001FB595E8DD0>,792
< cv2.DMatch 000001FB595E8E10>,< cv2.DMatch 000001FB595E8E30>,2707
< cv2.DMatch 000001FB595E8E50>,< cv2.DMatch 000001FB595E8E70>,2356
< cv2.DMatch 000001FB595E8E90>,< cv2.DMatch 000001FB595E8ED0>,1588
< cv2.DMatch 000001FB595E8EF0>,< cv2.DMatch 000001FB595E8F10>,927
< cv2.DMatch 000001FB595E8F30>,< cv2.DMatch 000001FB595E8F50>,1195
< cv2.DMatch 000001FB595E8F70>,< cv2.DMatch 000001FB595E8F90>,1080
< cv2.DMatch 000001FB595E8FB0>,< cv2.DMatch 000001FB595E8FD0>,668
< cv2.DMatch 000001FB595E8FF0>,< cv2.DMatch 000001FB595E9030>,755
< cv2.DMatch 000001FB595E9050>,< cv2.DMatch 000001FB595E9070>,1503
< cv2.DMatch 000001FB595E9090>,< cv2.DMatch 000001FB595E90D0>,148
< cv2.DMatch 000001FB595E90F0>,< cv2.DMatch 000001FB595E9110>,1108
< cv2.DMatch 000001FB595E9130>,< cv2.DMatch 000001FB595E9150>,86
< cv2.DMatch 000001FB595E9170>,< cv2.DMatch 000001FB595E91B0>,904
< cv2.DMatch 000001FB595E91D0>,< cv2.DMatch 000001FB595E91F0>,143
< cv2.DMatch 000001FB595E9230>,< cv2.DMatch 000001FB595E9250>,336
< cv2.DMatch 000001FB595E9270>,< cv2.DMatch 000001FB595E92B0>,2606
< cv2.DMatch 000001FB595E9310>,< cv2.DMatch 000001FB595E9330>,1251
< cv2.DMatch 000001FB595E9370>,< cv2.DMatch 000001FB595E93B0>,1006
< cv2.DMatch 000001FB595E93D0>,< cv2.DMatch 000001FB595E9410>,1273
< cv2.DMatch 000001FB595E9430>,< cv2.DMatch 000001FB595E9450>,505
< cv2.DMatch 000001FB595E9470>,< cv2.DMatch 000001FB595E9490>,108
< cv2.DMatch 000001FB595E94B0>,< cv2.DMatch 000001FB595E94F0>,1788
< cv2.DMatch 000001FB595E9530>,< cv2.DMatch 000001FB595E9570>,2676
< cv2.DMatch 000001FB595E9590>,< cv2.DMatch 000001FB595E95B0>,543
< cv2.DMatch 000001FB595E95F0>,< cv2.DMatch 000001FB595E9630>,1160
< cv2.DMatch 000001FB595E9650>,< cv2.DMatch 000001FB595E9670>,1259
< cv2.DMatch 000001FB595E9690>,< cv2.DMatch 000001FB595E96B0>,878
< cv2.DMatch 000001FB595E96F0>,< cv2.DMatch 000001FB595E9730>,341
< cv2.DMatch 000001FB595E9770>,< cv2.DMatch 000001FB595E9790>,2713
< cv2.DMatch 000001FB595E97B0>,< cv2.DMatch 000001FB595E97D0>,1200
< cv2.DMatch 000001FB595E97F0>,< cv2.DMatch 000001FB595E9810>,1969
< cv2.DMatch 000001FB595E9870>,< cv2.DMatch 000001FB595E9890>,1069
< cv2.DMatch 000001FB595E98B0>,< cv2.DMatch 000001FB595E98D0>,157
< cv2.DMatch 000001FB595E98F0>,< cv2.DMatch 000001FB595E9910>,112
< cv2.DMatch 000001FB595E9930>,< cv2.DMatch 000001FB595E9970>,1922
< cv2.DMatch 000001FB595E99B0>,< cv2.DMatch 000001FB595E99D0>,1785
< cv2.DMatch 000001FB595E99F0>,< cv2.DMatch 000001FB595E9A10>,2456
< cv2.DMatch 000001FB595E9A30>,< cv2.DMatch 000001FB595E9A50>,1374
< cv2.DMatch 000001FB595E9A70>,< cv2.DMatch 000001FB595E9AB0>,1771
< cv2.DMatch 000001FB595E9AD0>,< cv2.DMatch 000001FB595E9AF0>,1107
< cv2.DMatch 000001FB595E9B10>,< cv2.DMatch 000001FB595E9B30>,1609
< cv2.DMatch 000001FB595E9B50>,< cv2.DMatch 000001FB595E9B70>,1250
< cv2.DMatch 000001FB595E9BB0>,< cv2.DMatch 000001FB595E9BF0>,1138
< cv2.DMatch 000001FB595E9C30>,< cv2.DMatch 000001FB595E9C50>,992
< cv2.DMatch 000001FB595E9C70>,< cv2.DMatch 000001FB595E9CB0>,1931
< cv2.DMatch 000001FB595E9CD0>,< cv2.DMatch 000001FB595E9CF0>,2011
< cv2.DMatch 000001FB595E9D10>,< cv2.DMatch 000001FB595E9D30>,1782
< cv2.DMatch 000001FB595E9D50>,< cv2.DMatch 000001FB595E9D70>,461
< cv2.DMatch 000001FB595E9D90>,< cv2.DMatch 000001FB595E9DB0>,162
< cv2.DMatch 000001FB595E9DD0>,< cv2.DMatch 000001FB595E9DF0>,2498
< cv2.DMatch 000001FB595E9E10>,< cv2.DMatch 000001FB595E9E30>,2769
< cv2.DMatch 000001FB595E9EB0>,< cv2.DMatch 000001FB595E9ED0>,953
< cv2.DMatch 000001FB595E9EF0>,< cv2.DMatch 000001FB595E9F10>,965
< cv2.DMatch 000001FB595E9F30>,< cv2.DMatch 000001FB595E9F50>,37
< cv2.DMatch 000001FB595E9F70>,< cv2.DMatch 000001FB595E9F90>,1319
< cv2.DMatch 000001FB595E9FB0>,< cv2.DMatch 000001FB595E9FF0>,737
< cv2.DMatch 000001FB595EA030>,< cv2.DMatch 000001FB595EA0B0>,1508
< cv2.DMatch 000001FB595EA0D0>,< cv2.DMatch 000001FB595EA0F0>,389
< cv2.DMatch 000001FB595EA110>,< cv2.DMatch 000001FB595EA130>,132
< cv2.DMatch 000001FB595EA150>,< cv2.DMatch 000001FB595EA170>,12
< cv2.DMatch 000001FB595EA1B0>,< cv2.DMatch 000001FB595EA1D0>,880
< cv2.DMatch 000001FB595EA1F0>,< cv2.DMatch 000001FB595EA210>,317
< cv2.DMatch 000001FB595EA230>,< cv2.DMatch 000001FB595EA270>,50
< cv2.DMatch 000001FB595EA2B0>,< cv2.DMatch 000001FB595EA2F0>,2838
< cv2.DMatch 000001FB595EA330>,< cv2.DMatch 000001FB595EA830>,508
< cv2.DMatch 000001FB595EB690>,< cv2.DMatch 000001FB595EAAB0>,54
< cv2.DMatch 000001FB595EAEF0>,< cv2.DMatch 000001FB595EAC50>,1039
< cv2.DMatch 000001FB595EB110>,< cv2.DMatch 000001FB595EB0B0>,1008
< cv2.DMatch 000001FB595EA3F0>,< cv2.DMatch 000001FB595EA470>,2
< cv2.DMatch 000001FB595EA6B0>,< cv2.DMatch 000001FB595EA9B0>,1683
< cv2.DMatch 000001FB595EAA90>,< cv2.DMatch 000001FB595EAE10>,1142
< cv2.DMatch 000001FB595EAE50>,< cv2.DMatch 000001FB595EAE90>,56
< cv2.DMatch 000001FB595EAF10>,< cv2.DMatch 000001FB595EAF50>,1182
< cv2.DMatch 000001FB595EAF90>,< cv2.DMatch 000001FB595EB270>,1932
< cv2.DMatch 000001FB595EB570>,< cv2.DMatch 000001FB595EB5B0>,683
< cv2.DMatch 000001FB595EB870>,< cv2.DMatch 000001FB595EB990>,669
< cv2.DMatch 000001FB595EBB30>,< cv2.DMatch 000001FB595EBC10>,1290
< cv2.DMatch 000001FB595EBF90>,< cv2.DMatch 000001FB595EA9D0>,1227
< cv2.DMatch 000001FB595EB950>,< cv2.DMatch 000001FB595EB2B0>,1662
< cv2.DMatch 000001FB595EA3B0>,< cv2.DMatch 000001FB595EB650>,1508
< cv2.DMatch 000001FB595EBFD0>,< cv2.DMatch 000001FB595EA350>,301
< cv2.DMatch 000001FB595EA370>,< cv2.DMatch 000001FB595EA390>,2338
< cv2.DMatch 000001FB595EA3D0>,< cv2.DMatch 000001FB595EA410>,974
< cv2.DMatch 000001FB595EA430>,< cv2.DMatch 000001FB595EA450>,1211
< cv2.DMatch 000001FB595EA4B0>,< cv2.DMatch 000001FB595EA4D0>,1361
< cv2.DMatch 000001FB595EA4F0>,< cv2.DMatch 000001FB595EA510>,85
< cv2.DMatch 000001FB595EA530>,< cv2.DMatch 000001FB595EA550>,67
< cv2.DMatch 000001FB595EA570>,< cv2.DMatch 000001FB595EA590>,1808
< cv2.DMatch 000001FB595EA5B0>,< cv2.DMatch 000001FB595EA5D0>,275
< cv2.DMatch 000001FB595EA5F0>,< cv2.DMatch 000001FB595EA610>,1883
< cv2.DMatch 000001FB595EA630>,< cv2.DMatch 000001FB595EA670>,597
< cv2.DMatch 000001FB595EA690>,< cv2.DMatch 000001FB595EA6D0>,352
< cv2.DMatch 000001FB595EA6F0>,< cv2.DMatch 000001FB595EA710>,872
< cv2.DMatch 000001FB595EA730>,< cv2.DMatch 000001FB595EA750>,44
< cv2.DMatch 000001FB595EA770>,< cv2.DMatch 000001FB595EA790>,1563
< cv2.DMatch 000001FB595EA7B0>,< cv2.DMatch 000001FB595EA7D0>,2596
< cv2.DMatch 000001FB595EA7F0>,< cv2.DMatch 000001FB595EA810>,831
< cv2.DMatch 000001FB595EA850>,< cv2.DMatch 000001FB595EA870>,2373
< cv2.DMatch 000001FB595EA890>,< cv2.DMatch 000001FB595EA8B0>,890
< cv2.DMatch 000001FB595EA8D0>,< cv2.DMatch 000001FB595EA8F0>,574
< cv2.DMatch 000001FB595EA910>,< cv2.DMatch 000001FB595EA930>,1308
< cv2.DMatch 000001FB595EA950>,< cv2.DMatch 000001FB595EA970>,896
< cv2.DMatch 000001FB595EA990>,< cv2.DMatch 000001FB595EA9F0>,710
< cv2.DMatch 000001FB595EAA10>,< cv2.DMatch 000001FB595EAA30>,69
< cv2.DMatch 000001FB595EAA50>,< cv2.DMatch 000001FB595EAA70>,540
< cv2.DMatch 000001FB595EAAD0>,< cv2.DMatch 000001FB595EAAF0>,2515
< cv2.DMatch 000001FB595EAB10>,< cv2.DMatch 000001FB595EAB30>,1896
< cv2.DMatch 000001FB595EAB50>,< cv2.DMatch 000001FB595EAB70>,1291
< cv2.DMatch 000001FB595EABB0>,< cv2.DMatch 000001FB595EABD0>,662
< cv2.DMatch 000001FB595EABF0>,< cv2.DMatch 000001FB595EAC10>,1109
< cv2.DMatch 000001FB595EAC30>,< cv2.DMatch 000001FB595EAC70>,1457
< cv2.DMatch 000001FB595EACB0>,< cv2.DMatch 000001FB595EACD0>,1144
< cv2.DMatch 000001FB595EACF0>,< cv2.DMatch 000001FB595EAD10>,1602
< cv2.DMatch 000001FB595EAD30>,< cv2.DMatch 000001FB595EAD50>,1936
< cv2.DMatch 000001FB595EAD70>,< cv2.DMatch 000001FB595EAD90>,1937
< cv2.DMatch 000001FB595EADB0>,< cv2.DMatch 000001FB595EADD0>,439
< cv2.DMatch 000001FB595EADF0>,< cv2.DMatch 000001FB595EAE30>,1089
< cv2.DMatch 000001FB595EAE70>,< cv2.DMatch 000001FB595EAEB0>,924
< cv2.DMatch 000001FB595EAED0>,< cv2.DMatch 000001FB595EAF30>,1116
< cv2.DMatch 000001FB595EAF70>,< cv2.DMatch 000001FB595EAFB0>,1638
< cv2.DMatch 000001FB595EAFD0>,< cv2.DMatch 000001FB595EAFF0>,66
< cv2.DMatch 000001FB595EB010>,< cv2.DMatch 000001FB595EB030>,267
< cv2.DMatch 000001FB595EB050>,< cv2.DMatch 000001FB595EB070>,922
< cv2.DMatch 000001FB595EB0D0>,< cv2.DMatch 000001FB595EB0F0>,83
< cv2.DMatch 000001FB595EB130>,< cv2.DMatch 000001FB595EB150>,1102
< cv2.DMatch 000001FB595EB170>,< cv2.DMatch 000001FB595EB190>,363
< cv2.DMatch 000001FB595EB1B0>,< cv2.DMatch 000001FB595EB1D0>,178
< cv2.DMatch 000001FB595EB1F0>,< cv2.DMatch 000001FB595EB210>,2246
< cv2.DMatch 000001FB595EB230>,< cv2.DMatch 000001FB595EB290>,583
< cv2.DMatch 000001FB595EB2D0>,< cv2.DMatch 000001FB595EB2F0>,692
< cv2.DMatch 000001FB595EB310>,< cv2.DMatch 000001FB595EB330>,26
< cv2.DMatch 000001FB595EB350>,< cv2.DMatch 000001FB595EB370>,2191
< cv2.DMatch 000001FB595EB390>,< cv2.DMatch 000001FB595EB3B0>,518
< cv2.DMatch 000001FB595EB3D0>,< cv2.DMatch 000001FB595EB3F0>,514
< cv2.DMatch 000001FB595EB410>,< cv2.DMatch 000001FB595EB430>,36
< cv2.DMatch 000001FB595EB470>,< cv2.DMatch 000001FB595EB490>,1963
< cv2.DMatch 000001FB595EB4B0>,< cv2.DMatch 000001FB595EB4D0>,547
< cv2.DMatch 000001FB595EB4F0>,< cv2.DMatch 000001FB595EB510>,2630
< cv2.DMatch 000001FB595EB530>,< cv2.DMatch 000001FB595EB550>,2581
< cv2.DMatch 000001FB595EB590>,< cv2.DMatch 000001FB595EB5D0>,12
< cv2.DMatch 000001FB595EB5F0>,< cv2.DMatch 000001FB595EB610>,990
< cv2.DMatch 000001FB595EB630>,< cv2.DMatch 000001FB595EB670>,2341
< cv2.DMatch 000001FB595EB6B0>,< cv2.DMatch 000001FB595EB6D0>,2159
< cv2.DMatch 000001FB595EB6F0>,< cv2.DMatch 000001FB595EB730>,1789
< cv2.DMatch 000001FB595EB750>,< cv2.DMatch 000001FB595EB770>,449
< cv2.DMatch 000001FB595EB7B0>,< cv2.DMatch 000001FB595EB7F0>,235
< cv2.DMatch 000001FB595EB810>,< cv2.DMatch 000001FB595EB830>,2933
< cv2.DMatch 000001FB595EB850>,< cv2.DMatch 000001FB595EB890>,2855
< cv2.DMatch 000001FB595EB8B0>,< cv2.DMatch 000001FB595EB8D0>,168
< cv2.DMatch 000001FB595EB8F0>,< cv2.DMatch 000001FB595EB910>,943
< cv2.DMatch 000001FB595EB930>,< cv2.DMatch 000001FB595EB970>,46
< cv2.DMatch 000001FB595EB9B0>,< cv2.DMatch 000001FB595EB9D0>,2631
< cv2.DMatch 000001FB595EB9F0>,< cv2.DMatch 000001FB595EBA30>,1926
< cv2.DMatch 000001FB595EBA50>,< cv2.DMatch 000001FB595EBA70>,1320
< cv2.DMatch 000001FB595EBA90>,< cv2.DMatch 000001FB595EBAB0>,1457
< cv2.DMatch 000001FB595EBAD0>,< cv2.DMatch 000001FB595EBAF0>,70
< cv2.DMatch 000001FB595EBB10>,< cv2.DMatch 000001FB595EBB50>,2133
< cv2.DMatch 000001FB595EBB70>,< cv2.DMatch 000001FB595EBB90>,853
< cv2.DMatch 000001FB595EBBD0>,< cv2.DMatch 000001FB595EBBF0>,2159
< cv2.DMatch 000001FB595EBC30>,< cv2.DMatch 000001FB595EBC50>,1010
< cv2.DMatch 000001FB595EBC70>,< cv2.DMatch 000001FB595EBC90>,2094
< cv2.DMatch 000001FB595EBCB0>,< cv2.DMatch 000001FB595EBCD0>,124
< cv2.DMatch 000001FB595EBCF0>,< cv2.DMatch 000001FB595EBD10>,417
< cv2.DMatch 000001FB595EBD30>,< cv2.DMatch 000001FB595EBD50>,1521
< cv2.DMatch 000001FB595EBD70>,< cv2.DMatch 000001FB595EBD90>,462
< cv2.DMatch 000001FB595EBDB0>,< cv2.DMatch 000001FB595EBDD0>,317
< cv2.DMatch 000001FB595EBDF0>,< cv2.DMatch 000001FB595EBE10>,1611
< cv2.DMatch 000001FB595EBE30>,< cv2.DMatch 000001FB595EBE50>,1761
< cv2.DMatch 000001FB595EBE70>,< cv2.DMatch 000001FB595EBE90>,44
< cv2.DMatch 000001FB595EBEB0>,< cv2.DMatch 000001FB595EBED0>,227
< cv2.DMatch 000001FB595EBEF0>,< cv2.DMatch 000001FB595EBF10>,363
< cv2.DMatch 000001FB595EBF30>,< cv2.DMatch 000001FB595EBF50>,2627
< cv2.DMatch 000001FB595EBF70>,< cv2.DMatch 000001FB595EBFB0>,1160
< cv2.DMatch 000001FB59669430>,< cv2.DMatch 000001FB59668310>,130
< cv2.DMatch 000001FB5966A790>,< cv2.DMatch 000001FB596681F0>,49
< cv2.DMatch 000001FB596691F0>,< cv2.DMatch 000001FB59669E50>,49
< cv2.DMatch 000001FB5966A5F0>,< cv2.DMatch 000001FB5966A630>,13
< cv2.DMatch 000001FB5966A650>,< cv2.DMatch 000001FB5966A6B0>,907
< cv2.DMatch 000001FB5966A6D0>,< cv2.DMatch 000001FB5966A6F0>,691
< cv2.DMatch 000001FB5966A730>,< cv2.DMatch 000001FB5966A770>,2148
< cv2.DMatch 000001FB5966A7B0>,< cv2.DMatch 000001FB5966A7D0>,530
< cv2.DMatch 000001FB5966A7F0>,< cv2.DMatch 000001FB5966A830>,1994
< cv2.DMatch 000001FB5966A870>,< cv2.DMatch 000001FB5966A890>,682
< cv2.DMatch 000001FB5966A8B0>,< cv2.DMatch 000001FB5966A8F0>,914
< cv2.DMatch 000001FB5966A910>,< cv2.DMatch 000001FB5966A930>,1515
< cv2.DMatch 000001FB5966A950>,< cv2.DMatch 000001FB5966A970>,2083
< cv2.DMatch 000001FB5966A9B0>,< cv2.DMatch 000001FB5966A9D0>,1791
< cv2.DMatch 000001FB5966AA10>,< cv2.DMatch 000001FB5966AA30>,2502
< cv2.DMatch 000001FB5966AA50>,< cv2.DMatch 000001FB5966AA90>,1842
< cv2.DMatch 000001FB5966AAB0>,< cv2.DMatch 000001FB5966AB10>,1153
< cv2.DMatch 000001FB5966AB30>,< cv2.DMatch 000001FB5966AB50>,600
< cv2.DMatch 000001FB5966AB70>,< cv2.DMatch 000001FB5966ABD0>,424
< cv2.DMatch 000001FB5966ABF0>,< cv2.DMatch 000001FB5966AC10>,2289
< cv2.DMatch 000001FB5966AC30>,< cv2.DMatch 000001FB5966AC50>,2241
< cv2.DMatch 000001FB5966AC70>,< cv2.DMatch 000001FB5966AC90>,1876
< cv2.DMatch 000001FB5966ACB0>,< cv2.DMatch 000001FB5966ACD0>,557
< cv2.DMatch 000001FB5966ACF0>,< cv2.DMatch 000001FB5966AD10>,92
< cv2.DMatch 000001FB5966AD30>,< cv2.DMatch 000001FB5966AD50>,1160
< cv2.DMatch 000001FB5966AD70>,< cv2.DMatch 000001FB5966AD90>,1057
< cv2.DMatch 000001FB5966ADF0>,< cv2.DMatch 000001FB5966AE10>,345
< cv2.DMatch 000001FB5966AE30>,< cv2.DMatch 000001FB5966AE70>,398
< cv2.DMatch 000001FB59669390>,< cv2.DMatch 000001FB596689F0>,1948
< cv2.DMatch 000001FB59668190>,< cv2.DMatch 000001FB5966A5B0>,2038
< cv2.DMatch 000001FB596692D0>,< cv2.DMatch 000001FB5966AA70>,174
< cv2.DMatch 000001FB59668DB0>,< cv2.DMatch 000001FB59669770>,1418
< cv2.DMatch 000001FB5966A710>,< cv2.DMatch 000001FB5966A750>,752
< cv2.DMatch 000001FB5966ABB0>,< cv2.DMatch 000001FB5966ADB0>,1898
< cv2.DMatch 000001FB59668210>,< cv2.DMatch 000001FB59669710>,1457
< cv2.DMatch 000001FB59668C50>,< cv2.DMatch 000001FB5966A610>,2607
< cv2.DMatch 000001FB5966AAD0>,< cv2.DMatch 000001FB59668130>,143
< cv2.DMatch 000001FB5966AAF0>,< cv2.DMatch 000001FB59668B70>,2116
< cv2.DMatch 000001FB5966A2F0>,< cv2.DMatch 000001FB5966A3D0>,2965
