imgA,imgB,kpA,kpB,good_matches
parcA-00.JPG,parcB-00.JPG,3212,3024,315
parcA-01.JPG,parcB-01.JPG,3335,3310,154
parcA-02.JPG,parcB-02.JPG,3338,3430,25
parcA-03.JPG,parcB-03.JPG,3274,3295,120
parcA-04.JPG,parcB-04.JPG,3067,3041,105
parcA-05.JPG,parcB-05.JPG,3255,3103,205
parcA-06.JPG,parcB-06.JPG,2968,3515,280
parcA-07.JPG,parcB-07.JPG,2781,2916,30
parcA-08.JPG,parcB-08.JPG,3331,3270,18
parcA-09.JPG,parcB-09.JPG,3351,3209,30
