imgA,imgB,kpA,kpB,good_matches
visagesA-00.JPG,visagesB-00.JPG,528,469,268
visagesA-01.JPG,visagesB-01.JPG,459,499,237
visagesA-02.JPG,visagesB-02.JPG,581,601,345
visagesA-03.JPG,visagesB-03.JPG,533,502,310
visagesA-04.JPG,visagesB-04.JPG,408,415,153
visagesA-05.JPG,visagesB-05.JPG,562,471,246
visagesA-06.JPG,visagesB-06.JPG,1070,890,387
visagesA-07.JPG,visagesB-07.JPG,374,369,205
visagesA-08.JPG,visagesB-08.JPG,1846,1766,1067
visagesA-09.JPG,visagesB-09.JPG,474,467,262
