imgA,imgB,kpA,kpB,good_matches
neigeA-00.jpg,neigeB-00.jpg,4175,4199,1823
neigeA-01.jpg,neigeB-01.jpg,5091,5325,2506
neigeA-02.jpg,neigeB-02.jpg,4092,4661,2142
neigeA-03.jpg,neigeB-03.jpg,3743,4420,1908
neigeA-04.jpg,neigeB-04.jpg,4646,5467,2181
neigeA-05.jpg,neigeB-05.jpg,4844,6011,1986
neigeA-06.jpg,neigeB-06.jpg,5344,6729,2369
neigeA-07.jpg,neigeB-07.jpg,5811,6658,2842
neigeA-08.jpg,neigeB-08.jpg,5671,6028,3029
neigeA-09.jpg,neigeB-09.jpg,5173,5400,3045
