imgA,imgB,kpA,kpB,good_matches
studioA-00.JPG,studioB-00.JPG,500,500,250
studioA-01.JPG,studioB-01.JPG,500,500,223
studioA-02.JPG,studioB-02.JPG,500,500,256
studioA-03.JPG,studioB-03.JPG,500,500,223
studioA-04.JPG,studioB-04.JPG,500,500,183
studioA-05.JPG,studioB-05.JPG,500,500,215
studioA-06.JPG,studioB-06.JPG,500,500,306
studioA-07.JPG,studioB-07.JPG,500,500,259
studioA-08.JPG,studioB-08.JPG,500,500,247
studioA-09.JPG,studioB-09.JPG,500,500,288
