imgA,imgB,kpA,kpB,good_matches
studioA-00.JPG,studioB-00.JPG,1519,1468,499
studioA-01.JPG,studioB-01.JPG,1633,1344,500
studioA-02.JPG,studioB-02.JPG,1571,1504,518
studioA-03.JPG,studioB-03.JPG,1515,1565,541
studioA-04.JPG,studioB-04.JPG,1715,1746,378
studioA-05.JPG,studioB-05.JPG,1880,1735,484
studioA-06.JPG,studioB-06.JPG,1805,1687,747
studioA-07.JPG,studioB-07.JPG,1660,1630,522
studioA-08.JPG,studioB-08.JPG,1350,1470,451
studioA-09.JPG,studioB-09.JPG,1191,1227,568
