imgA,imgB,keypointsA,keypointsB,good_matches
studioB-00.JPG,studioA-00.JPG,1,1,679
studioB-01.JPG,studioA-01.JPG,1,1,664
studioB-02.JPG,studioA-02.JPG,1,1,685
studioB-03.JPG,studioA-03.JPG,1,1,649
studioB-04.JPG,studioA-04.JPG,1,1,578
studioB-05.JPG,studioA-05.JPG,1,1,655
studioB-06.JPG,studioA-06.JPG,1,1,791
studioB-07.JPG,studioA-07.JPG,1,1,750
studioB-08.JPG,studioA-08.JPG,1,1,688
studioB-09.JPG,studioA-09.JPG,1,1,801
