imgA,imgB,keypointsA,keypointsB,good_matches
studioA-00.JPG,studioB-00.JPG,1,1,679
studioA-01.JPG,studioB-01.JPG,1,1,664
studioA-02.JPG,studioB-02.JPG,1,1,685
studioA-03.JPG,studioB-03.JPG,1,1,649
studioA-04.JPG,studioB-04.JPG,1,1,578
studioA-05.JPG,studioB-05.JPG,1,1,655
studioA-06.JPG,studioB-06.JPG,1,1,791
studioA-07.JPG,studioB-07.JPG,1,1,750
studioA-08.JPG,studioB-08.JPG,1,1,688
studioA-09.JPG,studioB-09.JPG,1,1,801
