imgA,imgB,kpA,kpB,good_matches
brainA-00.png,brainB-00.png,500,500,131
brainA-01.png,brainB-01.png,500,500,138
brainA-02.png,brainB-02.png,500,500,134
brainA-03.png,brainB-03.png,500,500,119
brainA-04.png,brainB-04.png,500,403,116
brainA-05.png,brainB-05.png,500,500,129
brainA-06.png,brainB-06.png,500,500,136
brainA-07.png,brainB-07.png,500,444,119
brainA-08.png,brainB-08.png,500,500,155
brainA-09.png,brainB-09.png,500,434,119
brainA-10.png,brainB-10.png,500,500,132
